user_id,first_name,last_name,full_name,gender,date_of_birth,age,email,phone,address,city,state,country,zipcode,account_created_at,last_login_at,account_status,customer_segment,total_purchases,lifetime_value,average_order_value,preferred_categories,email_subscribed,sms_subscribed,preferred_language,preferred_currency,is_premium_member,referral_code,kyc_verified
USER-952624,Denise,Deleon,Denise Deleon,Female,1967-07-26,58,denise.deleon724@gmail.com,001-977-498-7682x9968,858 Raymond Ferry,Zacharyborough,Florida,Taiwan,65238,2022-02-13 07:47:42,2025-11-27 07:47:42,active,occasional,2,2640,1320.0,"home,grocery,clothing",True,True,English,USD,False,REF94462,False
USER-516983,Faith,Sparks,Faith Sparks,Other,1970-04-22,55,faith.sparks998@gmail.com,001-340-456-6957x900,2867 Gonzalez Knoll Suite 232,Port Julie,Ohio,Fiji,49591,2025-06-18 07:47:42,2025-09-25 07:47:42,inactive,new,0,0,0.0,toys,False,False,Hindi,CAD,False,REF96309,False
USER-714549,Melinda,Stevenson,Melinda Stevenson,Female,1961-10-24,64,melinda.stevenson422@yahoo.com,(733)989-1562x4152,335 Garcia Wall Apt. 865,Jacksonshire,Michigan,Christmas Island,23026,2021-09-10 07:47:42,2025-11-19 07:47:42,active,loyal,38,45450,1196.05,books,True,False,French,USD,True,REF32072,False
USER-101655,Jacob,Lynn,Jacob Lynn,Male,2003-06-08,22,jacob.lynn793@hotmail.com,568-650-9574x430,9720 Adrienne Squares,Lake Patriciashire,South Carolina,Niue,10267,2022-01-03 07:47:42,2025-10-08 07:47:42,active,regular,14,17010,1215.0,beauty,True,True,Spanish,INR,False,REF33853,True
USER-572552,Matthew,Young,Matthew Young,Other,1955-10-04,70,matthew.young218@gmail.com,353-764-1547,367 John Meadow Suite 500,North Jay,Massachusetts,Sweden,23243,2024-11-14 07:47:42,2025-11-05 07:47:42,active,loyal,25,46515,1860.6,"toys,sports",True,True,English,GBP,True,REF21233,False
USER-230738,Toni,Baker,Toni Baker,Female,2003-10-24,22,toni.baker351@gmail.com,001-914-210-5276x981,38885 Martin Dam Suite 866,Port Timothy,Washington,Netherlands,36110,2025-09-30 07:47:42,2025-09-17 07:47:42,active,regular,20,16023,801.15,electronics,False,True,Hindi,USD,False,REF22693,True
USER-647707,Anthony,Nguyen,Anthony Nguyen,Male,1983-09-26,42,anthony.nguyen618@hotmail.com,767.887.4422x75854,65020 Brad Unions,Gregoryberg,Massachusetts,Haiti,40417,2022-12-30 07:47:42,2025-10-27 07:47:42,active,new,0,0,0.0,"toys,home",False,False,French,EUR,False,REF57344,False
USER-496818,Kurt,Fowler,Kurt Fowler,Other,2004-07-14,21,kurt.fowler999@hotmail.com,213.721.5513,144 Rosales Pine,New Jameschester,New Mexico,Guam,73317,2023-12-01 07:47:42,2025-10-19 07:47:42,inactive,occasional,1,4243,4243.0,"home,electronics",True,False,Spanish,GBP,False,REF69233,False
USER-639926,Lisa,Cruz,Lisa Cruz,Female,1965-07-28,60,lisa.cruz193@hotmail.com,427.736.7746x2025,231 James Divide,New Jefferyburgh,Indiana,France,93243,2025-11-23 07:47:42,2025-09-10 07:47:42,active,new,0,0,0.0,beauty,True,False,German,EUR,False,REF89529,False
USER-519603,Natasha,Brewer,Natasha Brewer,Other,1968-07-30,57,natasha.brewer814@yahoo.com,+1-510-960-1836x472,722 Castillo Islands,Port Thomas,Alaska,Guatemala,68485,2025-06-16 07:47:42,2025-10-17 07:47:42,inactive,regular,20,15786,789.3,toys,False,True,Spanish,CAD,False,REF84959,True
USER-234072,Debbie,Mcpherson,Debbie Mcpherson,Female,1957-07-06,68,debbie.mcpherson90@hotmail.com,972-862-9052x918,717 Bryan Spur,Lake Curtis,Texas,United Arab Emirates,07460,2024-03-22 07:47:42,2025-09-05 07:47:42,closed,new,0,0,0.0,"home,sports",True,False,Hindi,EUR,False,REF41897,True
USER-278711,Jason,Ramos,Jason Ramos,Other,1963-09-04,62,jason.ramos92@hotmail.com,599.820.5222,438 Joel Expressway,Lake Ronaldmouth,Hawaii,Turkmenistan,86647,2025-04-27 07:47:42,2025-10-06 07:47:42,active,new,0,0,0.0,"toys,grocery",False,True,French,INR,False,REF97897,True
USER-797802,Frederick,Cox,Frederick Cox,Male,1973-03-04,52,frederick.cox649@hotmail.com,+1-935-984-4617,4979 Henry Mission Suite 029,Robertstown,Hawaii,Cyprus,75348,2021-11-05 07:47:42,2025-09-29 07:47:42,inactive,loyal,42,30905,735.83,"clothing,beauty,home",False,False,Hindi,INR,True,REF40587,True
USER-371679,Christopher,Jones,Christopher Jones,Male,1988-12-21,36,christopher.jones90@yahoo.com,497.587.1375,0832 Nicole Greens Suite 978,Port Emmaville,Georgia,Bulgaria,18158,2025-04-15 07:47:42,2025-11-19 07:47:42,inactive,regular,11,17199,1563.55,"beauty,clothing,home",False,True,French,USD,False,REF87340,True
USER-988268,Kathy,Boyer,Kathy Boyer,Female,1980-05-18,45,kathy.boyer328@yahoo.com,+1-635-585-2386x00304,1523 Andrew Drive,Port Ashleyshire,Missouri,Uzbekistan,42540,2021-08-03 07:47:42,2025-10-15 07:47:42,active,occasional,2,4757,2378.5,"sports,electronics,grocery",True,False,French,EUR,False,REF48905,True
USER-624112,Dawn,Jackson,Dawn Jackson,Other,1978-11-24,47,dawn.jackson151@hotmail.com,001-550-214-3748,971 Dustin Causeway,New Robertfort,Illinois,New Zealand,11333,2022-07-17 07:47:42,2025-10-25 07:47:42,active,loyal,41,47824,1166.44,"electronics,books,home",False,True,French,CAD,True,REF72689,True
USER-619071,Madeline,Dennis,Madeline Dennis,Female,1962-01-13,63,madeline.dennis990@gmail.com,(317)367-2019,072 Stanley Pines,Garciaburgh,Missouri,Bouvet Island (Bouvetoya),05986,2023-10-20 07:47:42,2025-11-23 07:47:42,active,new,0,0,0.0,"sports,toys,beauty",True,True,Spanish,INR,False,REF61355,False
USER-954602,Kathleen,Randolph,Kathleen Randolph,Other,1953-02-14,72,kathleen.randolph164@hotmail.com,001-930-649-3665x3802,40868 Sandra Wall,East Kathyport,North Dakota,Singapore,23587,2025-10-16 07:47:42,2025-09-21 07:47:42,active,regular,18,16106,894.78,"toys,sports",True,False,French,EUR,False,REF81828,False
USER-202046,Adam,Ortega,Adam Ortega,Male,1987-01-21,38,adam.ortega771@gmail.com,+1-546-720-9355x610,24365 Fernandez Loaf Suite 230,Colonville,Wyoming,Brunei Darussalam,30498,2021-06-23 07:47:42,2025-09-17 07:47:42,active,occasional,1,2990,2990.0,home,False,False,French,EUR,False,REF37494,True
USER-943430,Jordan,Jones,Jordan Jones,Other,1995-09-14,30,jordan.jones753@gmail.com,9275061592,6906 David Wall,Bruceton,New York,Moldova,58580,2022-04-06 07:47:42,2025-11-29 07:47:42,active,regular,8,16113,2014.12,toys,False,True,English,USD,False,REF56607,False
USER-288358,Douglas,Santos,Douglas Santos,Male,2000-11-13,25,douglas.santos528@gmail.com,854-920-3403x01095,7955 Coleman Extensions,Richardsonport,Wyoming,Mongolia,82146,2022-04-08 07:47:42,2025-10-18 07:47:42,active,regular,9,15272,1696.89,electronics,True,True,German,INR,False,REF49674,True
USER-784507,Sonya,King,Sonya King,Other,1983-10-22,42,sonya.king795@gmail.com,(347)360-1080,76417 Rodney Canyon,Port Rhondachester,Indiana,Argentina,73094,2022-01-13 07:47:42,2025-09-06 07:47:42,active,occasional,4,3630,907.5,"grocery,home,electronics",True,True,English,USD,False,REF74122,True
USER-124145,Amy,Black,Amy Black,Other,1971-10-11,54,amy.black587@hotmail.com,+1-257-812-9015x07138,04584 Evans Unions Suite 213,North Steven,Connecticut,Korea,30541,2023-03-23 07:47:42,2025-10-26 07:47:42,active,occasional,1,1983,1983.0,"toys,home,books",True,True,French,USD,False,REF80452,True
USER-525019,Angel,Cunningham,Angel Cunningham,Other,2006-02-08,19,angel.cunningham404@yahoo.com,+1-285-576-6947,74666 Christian Prairie Apt. 832,West Jamesborough,Oklahoma,British Indian Ocean Territory (Chagos Archipelago),80056,2022-10-18 07:47:42,2025-09-23 07:47:42,active,occasional,5,4502,900.4,"clothing,toys,grocery",True,True,Hindi,EUR,False,REF10697,False
USER-939398,Melissa,Alvarez,Melissa Alvarez,Female,1999-12-12,25,melissa.alvarez41@gmail.com,966-961-4590x110,819 Andrews Island,West Benjaminview,New Jersey,Papua New Guinea,77252,2025-03-11 07:47:42,2025-09-18 07:47:42,active,regular,10,6438,643.8,clothing,True,False,French,CAD,False,REF32492,False
USER-790130,David,Bright,David Bright,Male,1991-12-25,33,david.bright308@yahoo.com,(904)899-8094,716 Morrison Summit Suite 166,Fowlerland,Rhode Island,Slovenia,26540,2025-08-27 07:47:42,2025-09-25 07:47:42,active,new,0,0,0.0,"grocery,clothing,books",False,False,Hindi,GBP,False,REF89452,True
USER-821347,Tyler,Hernandez,Tyler Hernandez,Male,1965-06-06,60,tyler.hernandez840@yahoo.com,8774943325,14262 Jason Center Suite 821,Brandiville,West Virginia,Cote d'Ivoire,80526,2025-08-30 07:47:42,2025-10-31 07:47:42,inactive,vip,86,207133,2408.52,home,True,False,French,EUR,True,REF91567,False
USER-177971,Christopher,Brown,Christopher Brown,Other,1991-01-30,34,christopher.brown267@hotmail.com,+1-904-418-1359x98989,801 Shannon Hollow Apt. 217,South Sydneyside,Delaware,Ukraine,66515,2023-10-10 07:47:42,2025-09-08 07:47:42,active,new,0,0,0.0,books,False,True,Hindi,EUR,False,REF19248,False
USER-763874,Stacey,Stephenson,Stacey Stephenson,Other,1966-06-20,59,stacey.stephenson198@hotmail.com,001-239-878-5708x2004,149 Davis Rue Apt. 287,Estradaburgh,Massachusetts,Lebanon,25262,2021-11-27 07:47:42,2025-10-14 07:47:42,active,regular,10,11876,1187.6,"toys,sports",True,True,English,GBP,False,REF26334,True
USER-817204,Emily,Garza,Emily Garza,Other,1981-10-03,44,emily.garza68@gmail.com,+1-768-582-7697x040,56078 Gregory Haven Apt. 565,Rebeccaland,Delaware,Rwanda,76650,2024-01-25 07:47:42,2025-09-10 07:47:42,active,loyal,49,30928,631.18,sports,False,True,English,INR,True,REF39127,False
USER-210103,Brian,Galvan,Brian Galvan,Male,1996-07-12,29,brian.galvan540@hotmail.com,+1-862-240-9649x66834,516 Ernest Knolls,Edwardmouth,New Hampshire,Ethiopia,02023,2021-10-30 07:47:42,2025-10-22 07:47:42,active,regular,20,6565,328.25,"books,grocery,home",True,True,Spanish,GBP,False,REF61060,True
USER-461940,Bethany,Sanchez,Bethany Sanchez,Other,1964-07-31,61,bethany.sanchez992@yahoo.com,588-220-8934x868,916 Cindy Circles Apt. 413,West Randall,Nevada,Turkmenistan,20337,2021-06-28 07:47:42,2025-09-23 07:47:42,active,regular,17,12812,753.65,"electronics,beauty",True,True,Spanish,INR,False,REF84391,False
USER-155432,Yolanda,Rodriguez,Yolanda Rodriguez,Other,1967-11-12,58,yolanda.rodriguez998@hotmail.com,959.823.6133,8816 Chan Squares Apt. 254,Jacobbury,Alabama,Uganda,06240,2023-11-02 07:47:42,2025-09-01 07:47:42,active,occasional,5,3926,785.2,grocery,False,False,Hindi,GBP,False,REF46152,False
USER-645883,Karen,Simpson,Karen Simpson,Other,1951-03-11,74,karen.simpson946@gmail.com,+1-316-950-3440x966,498 Amy Stream,Mosleyland,West Virginia,Saudi Arabia,68106,2021-05-07 07:47:42,2025-11-01 07:47:42,active,regular,7,10007,1429.57,"clothing,beauty",True,True,Spanish,USD,False,REF31641,True
USER-188693,Aaron,Morales,Aaron Morales,Other,1989-10-19,36,aaron.morales568@hotmail.com,(514)717-4681,893 Horton Plaza Suite 486,Simsview,Idaho,Nigeria,72055,2023-02-24 07:47:42,2025-11-29 07:47:42,active,new,0,0,0.0,"home,sports,toys",True,False,English,CAD,False,REF34927,True
USER-848851,Latoya,Barker,Latoya Barker,Female,1963-11-01,62,latoya.barker548@gmail.com,759-545-0119x29207,039 Clark Island Apt. 621,West Danielfort,Missouri,Qatar,10804,2021-09-16 07:47:42,2025-10-17 07:47:42,active,regular,6,14951,2491.83,sports,True,True,French,EUR,False,REF77329,False
USER-153379,Kayla,Green,Kayla Green,Female,1976-04-22,49,kayla.green389@hotmail.com,4676000994,489 Reynolds Loop Apt. 564,Haroldport,Pennsylvania,Marshall Islands,49828,2024-12-15 07:47:42,2025-10-14 07:47:42,active,new,0,0,0.0,"sports,toys,books",True,False,French,INR,False,REF48475,False
USER-323415,Christopher,Wilkins,Christopher Wilkins,Male,1960-11-25,65,christopher.wilkins647@yahoo.com,265-877-5809x74533,265 Brown Locks,Jonathanfurt,Kansas,Bulgaria,50473,2022-09-22 07:47:42,2025-10-11 07:47:42,active,regular,14,15534,1109.57,grocery,False,True,French,USD,False,REF90678,False
USER-444511,Mackenzie,Munoz,Mackenzie Munoz,Female,1985-04-13,40,mackenzie.munoz110@gmail.com,4069221224,0112 Fletcher Courts,Collinsberg,New Mexico,Japan,41920,2025-11-19 07:47:42,2025-10-17 07:47:42,active,occasional,2,3793,1896.5,toys,False,True,English,CAD,False,REF77412,True
USER-530670,Brandon,Bartlett,Brandon Bartlett,Male,1976-10-25,49,brandon.bartlett8@hotmail.com,888-960-0801x798,0472 Sparks Walk Apt. 612,East Nancy,New York,Rwanda,23161,2025-01-15 07:47:42,2025-09-07 07:47:42,active,regular,20,11477,573.85,"toys,clothing",False,True,German,INR,False,REF31211,True
USER-470920,Jessica,Calhoun,Jessica Calhoun,Other,1979-12-20,45,jessica.calhoun6@gmail.com,743.475.3659x68078,545 Williams Springs,West David,Kentucky,Heard Island and McDonald Islands,88548,2023-11-25 07:47:42,2025-09-01 07:47:42,active,loyal,26,29335,1128.27,"toys,beauty",False,True,Spanish,EUR,True,REF72822,False
USER-224562,Theresa,Scott,Theresa Scott,Female,1976-08-09,49,theresa.scott564@yahoo.com,975-323-1123x2748,272 James Village Suite 217,Duranbury,New Hampshire,Korea,87598,2023-02-19 07:47:42,2025-09-04 07:47:42,active,occasional,3,3775,1258.33,"toys,clothing,electronics",True,True,Spanish,EUR,False,REF55104,True
USER-904661,Michael,Smith,Michael Smith,Other,1992-06-27,33,michael.smith54@gmail.com,896-530-4530,40018 Jennifer Locks Suite 784,West Claudia,Washington,Greece,30573,2022-02-09 07:47:42,2025-10-18 07:47:42,active,regular,5,12116,2423.2,"grocery,electronics",False,True,Hindi,EUR,False,REF77009,True
USER-361584,Kayla,Jones,Kayla Jones,Female,1958-05-14,67,kayla.jones118@yahoo.com,(544)745-4460,53912 Horne Passage,Morrisonborough,California,Portugal,59527,2021-01-25 07:47:42,2025-10-28 07:47:42,active,new,0,0,0.0,"sports,grocery",True,True,Spanish,CAD,False,REF92432,True
USER-340526,Matthew,Sawyer,Matthew Sawyer,Male,1999-09-11,26,matthew.sawyer411@yahoo.com,+1-999-469-8829x045,01986 Thompson Curve Apt. 839,West Maryberg,New Mexico,Taiwan,33766,2025-09-12 07:47:42,2025-10-26 07:47:42,inactive,new,0,0,0.0,"electronics,books",True,True,English,INR,False,REF63385,False
USER-834169,Shannon,Boyd,Shannon Boyd,Other,1993-03-02,32,shannon.boyd228@hotmail.com,521-487-0629,01023 Pamela Brook,Lake Belindaborough,North Carolina,Maldives,22492,2024-01-11 07:47:42,2025-10-07 07:47:42,active,regular,18,15549,863.83,books,False,False,French,INR,False,REF42370,False
USER-149866,Arthur,Boyd,Arthur Boyd,Male,2005-05-28,20,arthur.boyd1@yahoo.com,(610)508-9876x1081,3198 Kristi Harbor Suite 823,West Bryanbury,Missouri,Holy See (Vatican City State),72988,2025-08-15 07:47:42,2025-09-07 07:47:42,active,occasional,2,2837,1418.5,"clothing,sports,grocery",False,False,French,GBP,False,REF49892,True
USER-201593,Leslie,Ortiz,Leslie Ortiz,Other,2007-07-16,18,leslie.ortiz700@yahoo.com,+1-810-903-0762x05459,664 Charles Rue Suite 541,Andrewton,California,Syrian Arab Republic,57636,2022-10-26 07:47:42,2025-11-14 07:47:42,active,regular,16,17172,1073.25,"beauty,clothing,grocery",False,True,Hindi,INR,False,REF21433,True
USER-236823,Jenna,Padilla,Jenna Padilla,Other,1960-11-10,65,jenna.padilla617@gmail.com,207-785-1699x4970,268 Moore Rest Suite 083,South Robert,Oklahoma,Sierra Leone,27017,2025-03-28 07:47:42,2025-11-25 07:47:42,active,regular,11,8160,741.82,clothing,False,False,German,EUR,False,REF79934,True
USER-145939,Joshua,Grant,Joshua Grant,Male,1995-06-19,30,joshua.grant429@hotmail.com,001-717-887-9150,93201 Ryan Squares Suite 789,Anthonyshire,Mississippi,Cocos (Keeling) Islands,60069,2022-10-29 07:47:42,2025-10-29 07:47:42,inactive,occasional,5,3345,669.0,"clothing,sports",True,False,German,CAD,False,REF76043,True
USER-275044,Angie,Salas,Angie Salas,Other,1990-04-26,35,angie.salas714@gmail.com,318-909-5217x5585,9211 Juan Rest Suite 264,Janiceberg,New Jersey,Libyan Arab Jamahiriya,64500,2025-03-10 07:47:42,2025-10-24 07:47:42,active,vip,194,81873,422.03,"sports,beauty,grocery",False,True,Spanish,INR,True,REF76752,False
USER-689822,Cassandra,Thomas,Cassandra Thomas,Female,1982-06-03,43,cassandra.thomas622@yahoo.com,991.270.4542x18545,7090 Bryan Locks,North Megan,Nevada,Ghana,19052,2024-05-22 07:47:42,2025-11-04 07:47:42,active,loyal,25,38739,1549.56,"electronics,toys,books",False,False,French,EUR,True,REF48844,False
USER-678972,Daniel,Padilla,Daniel Padilla,Male,1997-04-11,28,daniel.padilla230@yahoo.com,707-623-2472x828,473 Derek Manor,South Abigailhaven,Arkansas,Albania,24456,2025-08-28 07:47:42,2025-09-23 07:47:42,active,regular,6,15479,2579.83,"home,grocery",True,True,Spanish,CAD,False,REF25228,True
USER-780154,Andrea,David,Andrea David,Female,1967-06-28,58,andrea.david620@yahoo.com,7712058011,2610 Perez Viaduct,Blackwellville,Idaho,New Zealand,86607,2023-11-05 07:47:42,2025-10-20 07:47:42,active,loyal,42,48966,1165.86,"home,sports,books",False,False,English,USD,True,REF56593,True
USER-865960,Shannon,Alexander,Shannon Alexander,Female,1996-10-13,29,shannon.alexander263@hotmail.com,(230)207-1695,543 Lauren Pike Suite 698,Rebeccaland,New Mexico,Zimbabwe,66584,2025-10-28 07:47:42,2025-09-23 07:47:42,active,occasional,5,1371,274.2,"toys,beauty,home",True,False,Spanish,GBP,False,REF45231,True
USER-709918,Ashley,Grimes,Ashley Grimes,Other,1956-05-08,69,ashley.grimes879@yahoo.com,(494)947-1619,0258 Walker Falls Apt. 743,East Rachelland,Maryland,Cook Islands,05156,2021-09-10 07:47:42,2025-10-11 07:47:42,active,loyal,27,43914,1626.44,"home,sports",True,False,Spanish,INR,True,REF34251,True
USER-298033,Tara,Bowers,Tara Bowers,Other,1976-09-07,49,tara.bowers966@yahoo.com,848.235.2680x648,8838 Ponce Island Apt. 646,Leeside,Nevada,Samoa,29209,2021-10-28 07:47:42,2025-11-07 07:47:42,active,occasional,1,3040,3040.0,toys,True,True,Spanish,USD,False,REF65888,True
USER-577127,Robyn,Fernandez,Robyn Fernandez,Other,1982-04-07,43,robyn.fernandez103@yahoo.com,7777406579,085 Rodriguez Park,Mooreshire,Mississippi,Belgium,24457,2021-11-07 07:47:42,2025-09-24 07:47:42,active,loyal,44,46476,1056.27,toys,False,True,English,USD,True,REF94473,True
USER-238599,Mark,Collins,Mark Collins,Male,1957-12-10,67,mark.collins86@hotmail.com,+1-413-711-1786x190,06953 Roth Grove,Flemington,Maine,Sri Lanka,90513,2024-05-30 07:47:42,2025-11-12 07:47:42,active,new,0,0,0.0,clothing,False,True,Spanish,EUR,False,REF72970,False
USER-955076,Michael,Miller,Michael Miller,Male,1988-02-06,37,michael.miller340@gmail.com,422-875-9500,9479 Johnson Haven,North Luismouth,Vermont,Senegal,28628,2023-03-25 07:47:42,2025-11-11 07:47:42,active,regular,13,15280,1175.38,electronics,True,False,English,CAD,False,REF64432,True
USER-101269,Andrew,Davenport,Andrew Davenport,Male,2006-01-07,19,andrew.davenport233@yahoo.com,001-332-279-8059x503,91045 Sharon Wells,Susanborough,Montana,Algeria,40355,2023-07-09 07:47:42,2025-10-12 07:47:42,active,loyal,40,29399,734.98,"toys,beauty,grocery",True,False,Spanish,USD,True,REF39428,True
USER-395503,Cindy,Williams,Cindy Williams,Female,2003-07-25,22,cindy.williams631@hotmail.com,001-741-718-4913x59928,56100 Stuart Port,West Gina,Wisconsin,Senegal,45126,2024-01-16 07:47:42,2025-11-15 07:47:42,active,regular,7,19673,2810.43,home,False,False,Hindi,EUR,False,REF99054,False
USER-257517,Shelia,Smith,Shelia Smith,Other,1963-12-07,61,shelia.smith309@yahoo.com,001-668-201-8677,339 Parker Square,South Vincent,Vermont,Slovakia (Slovak Republic),91515,2022-05-30 07:47:42,2025-10-25 07:47:42,inactive,regular,8,9441,1180.12,"beauty,home,grocery",True,True,Spanish,EUR,False,REF51976,True
USER-509573,Tracey,Brooks,Tracey Brooks,Female,1961-02-25,64,tracey.brooks816@gmail.com,5674762550,62417 White Circle Apt. 923,North Trevorfurt,Minnesota,North Macedonia,41540,2021-07-05 07:47:42,2025-09-30 07:47:42,suspended,occasional,1,4001,4001.0,"home,electronics",False,True,Spanish,INR,False,REF56217,False
USER-618213,Rachel,Parker,Rachel Parker,Female,1977-10-28,48,rachel.parker711@gmail.com,200-890-6053,6732 Juan Springs,North Edward,Kentucky,Malawi,15790,2023-08-05 07:47:42,2025-09-14 07:47:42,active,occasional,3,1632,544.0,"sports,grocery,toys",False,False,Hindi,CAD,False,REF40161,False
USER-187679,Matthew,Hester,Matthew Hester,Other,1962-11-19,63,matthew.hester432@yahoo.com,498-887-5921x29964,275 Meyer Club,South Emily,Iowa,Aruba,23986,2022-12-16 07:47:42,2025-09-18 07:47:42,active,occasional,2,1214,607.0,sports,True,False,Hindi,INR,False,REF27510,True
USER-162471,Dawn,Lucero,Dawn Lucero,Female,1984-11-09,41,dawn.lucero870@gmail.com,001-492-507-1152x380,58189 Sharp Spur,North Deborah,Vermont,Jersey,80192,2021-02-24 07:47:42,2025-11-13 07:47:42,inactive,regular,9,18684,2076.0,"sports,clothing",True,True,Spanish,USD,False,REF28753,False
USER-868691,Jacob,Davis,Jacob Davis,Male,1963-01-10,62,jacob.davis989@gmail.com,463.385.5881x95977,931 Franklin Drives Suite 284,Lake Brentmouth,Oklahoma,Hong Kong,31477,2023-07-14 07:47:42,2025-10-14 07:47:42,active,loyal,23,41716,1813.74,"home,electronics",True,False,Spanish,USD,True,REF42118,True
USER-113083,Martin,Macias,Martin Macias,Other,1954-11-01,71,martin.macias834@gmail.com,+1-418-522-7200x28394,4328 Carl Lake Apt. 020,North Johnathan,Texas,Burkina Faso,36863,2023-07-31 07:47:42,2025-11-11 07:47:42,active,occasional,4,1647,411.75,"books,sports,toys",False,False,English,GBP,False,REF24583,True
USER-162915,David,Walters,David Walters,Other,2004-12-19,20,david.walters619@yahoo.com,001-523-222-7752x135,4630 Maxwell Underpass,New Clayton,Wyoming,United Arab Emirates,44471,2021-09-13 07:47:42,2025-11-08 07:47:42,active,regular,5,11494,2298.8,"grocery,books,beauty",False,False,Spanish,INR,False,REF30552,False
USER-196402,Brooke,Donovan,Brooke Donovan,Other,1983-05-19,42,brooke.donovan974@yahoo.com,356.891.9832x102,04384 Christine Lock,South Kennethton,Utah,Pitcairn Islands,21357,2025-03-18 07:47:42,2025-11-03 07:47:42,active,regular,6,8586,1431.0,"clothing,toys,beauty",False,False,French,INR,False,REF59868,True
USER-157327,Carla,Bradley,Carla Bradley,Female,1966-10-07,59,carla.bradley435@gmail.com,767-808-0568,621 Cox Circle,Finleyton,Montana,Tajikistan,50723,2024-10-27 07:47:42,2025-10-27 07:47:42,active,loyal,22,31885,1449.32,"electronics,clothing",False,True,Hindi,USD,True,REF18561,True
USER-726116,Eric,Mitchell,Eric Mitchell,Male,1959-09-22,66,eric.mitchell932@yahoo.com,207-666-3493x3965,2611 Schmitt Glens,Jacksonborough,Rhode Island,Oman,17471,2024-03-06 07:47:42,2025-11-06 07:47:42,active,regular,6,8937,1489.5,"electronics,books,sports",True,True,French,USD,False,REF50449,True
USER-473973,Cindy,Jenkins,Cindy Jenkins,Female,1982-01-22,43,cindy.jenkins513@hotmail.com,885-442-1880x87991,3385 Paige Stravenue Suite 725,Rebeccaland,Kansas,Northern Mariana Islands,86748,2024-10-26 07:47:42,2025-10-21 07:47:42,active,occasional,3,1561,520.33,beauty,False,True,Hindi,EUR,False,REF13104,False
USER-600121,Elizabeth,Diaz,Elizabeth Diaz,Other,1952-02-29,73,elizabeth.diaz873@gmail.com,943.803.1158,947 Flynn Locks Suite 535,Mitchellmouth,Mississippi,Antarctica (the territory South of 60 deg S),95890,2025-09-14 07:47:42,2025-10-24 07:47:42,active,loyal,41,35175,857.93,"clothing,beauty,grocery",True,True,Spanish,CAD,True,REF77672,False
USER-569217,Walter,Kim,Walter Kim,Male,1986-07-07,39,walter.kim298@yahoo.com,466-798-6163x421,481 Lopez Locks Apt. 559,New Heiditown,Mississippi,France,75564,2023-11-23 07:47:42,2025-09-12 07:47:42,inactive,occasional,4,827,206.75,"toys,clothing,grocery",True,True,Hindi,INR,False,REF22767,True
USER-249550,Jane,Turner,Jane Turner,Female,1972-05-21,53,jane.turner889@gmail.com,330-674-2359,26145 Lewis Valleys,Port Justinview,Missouri,Cocos (Keeling) Islands,85784,2021-06-10 07:47:42,2025-11-19 07:47:42,active,regular,19,10139,533.63,"home,electronics",False,False,French,USD,False,REF19323,True
USER-845175,Amy,Knight,Amy Knight,Female,1991-02-23,34,amy.knight485@hotmail.com,001-373-710-0817x85221,35426 Green Vista Suite 017,Davisside,Oklahoma,Saint Lucia,37312,2024-06-23 07:47:42,2025-10-05 07:47:42,suspended,occasional,2,1515,757.5,"electronics,home",False,False,German,CAD,False,REF99205,True
USER-562241,Cheyenne,Hanna,Cheyenne Hanna,Female,1975-11-02,50,cheyenne.hanna866@hotmail.com,+1-708-865-2377x72966,527 Angel Land,Smithview,Illinois,Comoros,08620,2022-05-30 07:47:42,2025-10-21 07:47:42,active,regular,18,13289,738.28,"electronics,books,beauty",True,True,Hindi,USD,False,REF30258,True
USER-404779,Erika,Stone,Erika Stone,Female,1996-12-17,28,erika.stone584@gmail.com,9275221425,68172 James Flat,New Kevinshire,Nevada,British Indian Ocean Territory (Chagos Archipelago),91242,2023-09-04 07:47:42,2025-11-21 07:47:42,active,regular,19,15963,840.16,"grocery,beauty",False,True,English,EUR,False,REF24201,False
USER-905533,Jamie,Reed,Jamie Reed,Female,1995-09-01,30,jamie.reed412@gmail.com,562.509.2973x52595,938 Aaron Lakes,Lake Heather,Hawaii,Cameroon,58525,2024-01-26 07:47:42,2025-11-22 07:47:42,active,regular,20,8483,424.15,"clothing,home",False,True,Hindi,EUR,False,REF71599,True
USER-771315,Samuel,Vazquez,Samuel Vazquez,Male,1987-10-17,38,samuel.vazquez582@gmail.com,(332)236-6185x076,60107 Eric Courts,New Jacobfort,New Jersey,Micronesia,16333,2025-09-26 07:47:42,2025-09-15 07:47:42,active,occasional,1,3461,3461.0,"sports,electronics",True,True,German,GBP,False,REF43039,True
USER-187651,Hector,Bruce,Hector Bruce,Male,2003-10-15,22,hector.bruce281@hotmail.com,688.821.7648,32228 Cynthia Throughway,Scottview,Illinois,Lesotho,17674,2023-08-23 07:47:42,2025-11-20 07:47:42,active,regular,19,19275,1014.47,books,True,True,English,INR,False,REF54829,False
USER-272525,Lawrence,King,Lawrence King,Male,1985-01-28,40,lawrence.king965@yahoo.com,+1-492-722-5606,180 Sanders Underpass,South Johnfort,Mississippi,Croatia,32566,2023-07-25 07:47:42,2025-09-30 07:47:42,active,regular,10,16414,1641.4,"toys,grocery,electronics",True,True,Hindi,CAD,False,REF28955,False
